allan1,allan2
70231,21654
70237,21660
70243,21666
70251,21671
70257,21678
70264,21683
70270,21689
70278,21695
70284,21700
70291,21706
70297,21712
70305,21717
70311,21724
70317,21729
70324,21735
70331,21741
70338,21746
70344,21752
70351,21757
70357,21764
70364,21770
70370,21775
70377,21782
70384,21787
70390,21793
70397,21799
70403,21804
70409,21810
70417,21816
70423,21821
70429,21827
70436,21834
70443,21839
70449,21845
70456,21851
70462,21856
70470,21862
70476,21869
70483,21874
70489,21880
70496,21886
70503,21891
70510,21897
70517,21904
70523,21909
70529,21915
70536,21921
70543,21926
70550,21932
70556,21939
70563,21944
70570,21950
70577,21956
70583,21961
70590,21967
70596,21972
70602,21978
70610,21985
70616,21990
70623,21996
70630,22002
70636,22008
70643,22014
70649,22019
70656,22024
70663,22031
70670,22037
70676,22042
70682,22048
70689,22054
70696,22060
70702,22066
70709,22071
70716,22077
70723,22083
70729,22089
70735,22095
70742,22100
70749,22106
70756,22113
70762,22118
70769,22124
70775,22130
70782,22135
70788,22141
70796,22147
70803,22153
70809,22159
70816,22165
70822,22170
70828,22176
70836,22182
70843,22188
70849,22193
70856,22198
70862,22205
70869,22210
70876,22216
70883,22223
70889,22228
70896,22234
70902,22239
70910,22245
70916,22251
70923,22257
70930,22262
70936,22268
70943,22274
70949,22279
70956,22285
70963,22291
70970,22297
70976,22302
70983,22308
70989,22314
70996,22320
71002,22326
71010,22331
71016,22337
71023,22343
71029,22349
71036,22354
71042,22360
71049,22366
71056,22371
71062,22378
71069,22383
71075,22390
71082,22395
71088,22401
71096,22406
71102,22412
71109,22419
71116,22424
71122,22430
71130,22435
71135,22441
71142,22447
71149,22453
71156,22458
71162,22464
71169,22471
71175,22476
71182,22482
71188,22487
71195,22493
71201,22499
71209,22505
71215,22511
71222,22516
71228,22522
71234,22528
71241,22534
71248,22539
71255,22545
71262,22552
71268,22557
71275,22563
71281,22569
71288,22575
71294,22580
71302,22586
71308,22592
71315,22597
71321,22603
71328,22609
71334,22615
71341,22620
71348,22626
71355,22631
71361,22637
71368,22643
71374,22649
71381,22655
71388,22660
71394,22666
71401,22672
71407,22677
71414,22683
71420,22689
71426,22695
71434,22700
71440,22706
71447,22712
71453,22718
71460,22724
71466,22729
71473,22735
71480,22741
71487,22747
71493,22752
71499,22758
71506,22764
71513,22770
71520,22776
71527,22781
71533,22787
71540,22793
71547,22799
71553,22805
71560,22810
71566,22816
71573,22821
71580,22827
71586,22832
71593,22839
71600,22845
71606,22850
71613,22856
71619,22861
71627,22867
71633,22873
71640,22879
71647,22884
71653,22890
71660,22896
71666,22902
71673,22908
71679,22913
71686,22919
71692,22924
71699,22931
71705,22936
71712,22942
71719,22947
71726,22953
71733,22959
71740,22966
71746,22971
71753,22977
71759,22982
71766,22988
71772,22994
71779,22999
71785,23005
71792,23011
71799,23017
71806,23023
71812,23029
71819,23034
71826,23040
71832,23046
71839,23051
71846,23057
71853,23063
71860,23069
71866,23075
71873,23080
71879,23087
71886,23092
71892,23098
71899,23104
71906,23109
71912,23115
71919,23120
71926,23127
71932,23133
71939,23138
71946,23144
71952,23150
71959,23155
71965,23161
71972,23167
71978,23173
71985,23179
71992,23185
71999,23190
72005,23196
72012,23203
72019,23208
72025,23214
72032,23219
72039,23225
72046,23231
72053,23237
72059,23243
72066,23249
72073,23254
72079,23260
72086,23265
72092,23271
72099,23277
72105,23282
72112,23289
72119,23294
72125,23300
72132,23306
72139,23311
72145,23317
72152,23323
72158,23329
72165,23334
72172,23340
72178,23346
72185,23352
72191,23357
72198,23363
72205,23369
72211,23374
72218,23380
72225,23385
72232,23392
72238,23398
72245,23404
72251,23409
72258,23415
72265,23421
72271,23426
72279,23432
72285,23438
72292,23444
72298,23449
72305,23455
72311,23461
72318,23467
72324,23472
72331,23478
72337,23484
72344,23489
72352,23495
72358,23501
72365,23507
72371,23512
72378,23518
72384,23524
72391,23530
72398,23535
72404,23541
72411,23547
72417,23553
72424,23558
72430,23564
72437,23570
72444,23576
72451,23582
72457,23587
72464,23593
72470,23599
72477,23604
72483,23611
72490,23617
72497,23622
72503,23628
72510,23634
72516,23640
72523,23646
72530,23652
72536,23658
72543,23664
72550,23669
72556,23675
72563,23681
72571,23687
72577,23692
72584,23698
72591,23704
72597,23710
72604,23715
72611,23721
72617,23727
72624,23732
72630,23738
72637,23744
72643,23751
72650,23756
72657,23761
72664,23768
72670,23774
72677,23779
72683,23785
72691,23790
72698,23796
72704,23802
72711,23808
72717,23814
72724,23819
72730,23825
72737,23831
72744,23837
72751,23843
72758,23849
72764,23855
72771,23860
72778,23866
72784,23873
72791,23878
72798,23884
72804,23889
72811,23896
72818,23901
72825,23907
72832,23912
72839,23919
72845,23924
72852,23930
72858,23935
72865,23942
72871,23947
72878,23952
72884,23959
72891,23964
72899,23971
72905,23976
72912,23982
72919,23987
72925,23993
72932,23999
72939,24005
72945,24011
72952,24017
72958,24023
72965,24029
72971,24034
72979,24040
72985,24046
72992,24052
72998,24058
73005,24064
73011,24069
73017,24075
73024,24081
73030,24087
73037,24092
73044,24099
73050,24104
73057,24110
73065,24116
73071,24122
73078,24128
73085,24134
73091,24139
73098,24145
73105,24151
73111,24157
73118,24162
73124,24168
73131,24173
73138,24179
73144,24185
73151,24191
73158,24197
73165,24203
73172,24209
73178,24215
73185,24220
73192,24226
73198,24232
73205,24237
73211,24244
73218,24249
73224,24255
73231,24260
73238,24266
73244,24272
73251,24277
73258,24284
73264,24289
73271,24295
73278,24301
73285,24306
73291,24312
73298,24317
73305,24324
73311,24329
73318,24335
73324,24341
73331,24347
73338,24353
73344,24358
73351,24364
73358,24370
73364,24376
73371,24381
73378,24388
73384,24393
73391,24399
73397,24405
73404,24411
73410,24416
73417,24422
73424,24427
73430,24434
73437,24439
73444,24445
73450,24451
73457,24457
73464,24462
73470,24468
73477,24474
73484,24480
73491,24485
73497,24491
73504,24497
73511,24503
73518,24508
73524,24514
73531,24520
73537,24526
73544,24531
73551,24537
73557,24543
73564,24550
73571,24555
73577,24561
73584,24567
73591,24572
73597,24578
73604,24584
73611,24589
73617,24595
73624,24601
73631,24607
73637,24613
73644,24619
73651,24624
73657,24630
73664,24637
73670,24642
73677,24648
73684,24653
73691,24659
73697,24665
73704,24671
73710,24677
73717,24682
73724,24688
73730,24694
73737,24700
73743,24706
73750,24711
73757,24717
73764,24722
73770,24728
73777,24733
73784,24739
73790,24745
73797,24751
73804,24757
73810,24763
73817,24769
73823,24774
73830,24780
73837,24786
73844,24792
73851,24797
73857,24804
73864,24810
73870,24816
73877,24821
73884,24827
73890,24833
73897,24839
73903,24845
73910,24850
73916,24856
73923,24862
73930,24868
73937,24873
73943,24879
73950,24885
73956,24891
73963,24896
73970,24902
73976,24908
73983,24915
73990,24921
73996,24926
74003,24932
74009,24938
74016,24944
74023,24949
74029,24955
74036,24961
74043,24967
74049,24972
74056,24978
74063,24984
74070,24990
74076,24996
74083,25002
74090,25008
74096,25013
74103,25019
74110,25025
74116,25031
74123,25036
74130,25042
74136,25048
74143,25054
74149,25059
74155,25065
74162,25071
74169,25076
74176,25082
74182,25088
74189,25094
74195,25100
74202,25105
74209,25111
74215,25117
74222,25123
74229,25128
74236,25134
74242,25140
74249,25145
74256,25151
74262,25158
74269,25164
74276,25169
74282,25175
74289,25181
74295,25187
74302,25192
74309,25198
74316,25204
74322,25209
74329,25216
74336,25222
74342,25227
74349,25233
74356,25239
74363,25245
74369,25250
74376,25256
74382,25262
74389,25268
74396,25273
74403,25279
74409,25285
74416,25291
74423,25296
74430,25302
74437,25308
74443,25314
74449,25320
74456,25325
74463,25331
74469,25337
74476,25343
74483,25349
74489,25355
74496,25360
74503,25366
74510,25372
74516,25377
74523,25383
74530,25389
74536,25395
74543,25401
74550,25407
74556,25412
74563,25418
74570,25424
74576,25430
74582,25436
74589,25441
74596,25447
74602,25453
74608,25459
74615,25465
74622,25471
74629,25476
74635,25481
74642,25487
74649,25493
74655,25499
74662,25505
74669,25511
74675,25517
74682,25523
74689,25529
74695,25534
74702,25540
74709,25546
74716,25552
74722,25557
74729,25563
74736,25569
74742,25574
74748,25579
74755,25585
74761,25591
74768,25597
74774,25603
74781,25608
74787,25614
74794,25620
74801,25626
74808,25631
74815,25637
74821,25642
74828,25648
74835,25654
74841,25660
74848,25666
74854,25672
74861,25677
74867,25682
74874,25688
74880,25694
74886,25700
74893,25706
74900,25712
74906,25717
74913,25723
74920,25729
74926,25735
74933,25741
74940,25747
74945,25752
74952,25758
74959,25764
74966,25770
74972,25775
74979,25781
74986,25787
74993,25793
75000,25798
75006,25804
75013,25810
75019,25816
75026,25821
75032,25826
75039,25833
75046,25839
75052,25844
75059,25849
75066,25855
75072,25861
75078,25867
75085,25873
75091,25879
75098,25885
75105,25890
75112,25896
75118,25902
75125,25907
75132,25913
75138,25919
75144,25925
75151,25931
75158,25936
75164,25942
75171,25948
75177,25954
75184,25959
75191,25965
75198,25970
75204,25976
75210,25982
75217,25988
75224,25994
75231,26000
75238,26006
75244,26011
75250,26017
75256,26023
75263,26029
75270,26035
75277,26040
75283,26046
75290,26051
75296,26057
75303,26063
75310,26070
75316,26075
75323,26081
75329,26087
75335,26093
75342,26098
75349,26104
75355,26110
75362,26116
75369,26121
75375,26128
75382,26134
75388,26140
75395,26145
75402,26151
75408,26157
75415,26163
75422,26168
75428,26174
75434,26180
75441,26185
75447,26191
75454,26197
75461,26203
75467,26208
75474,26214
75481,26220
75488,26226
75494,26232
75501,26237
75507,26243
75514,26249
75520,26255
75527,26261
75534,26267
75541,26273
75548,26279
75553,26285
75560,26291
75567,26296
75574,26302
75581,26308
75587,26313
75593,26319
75600,26324
75607,26331
75614,26337
75621,26343
75628,26349
75633,26354
75640,26360
75646,26366
75653,26372
75660,26377
75667,26383
75673,26389
75680,26394
75687,26400
75693,26406
75700,26411
75706,26417
75713,26423
75719,26429
75726,26435
75733,26441
75740,26446
75746,26452
75753,26458
75760,26464
75766,26470
75773,26476
75778,26482
75785,26487
75792,26493
75799,26499
75806,26505
75812,26511
75819,26516
75825,26522
75832,26528
75839,26534
75846,26539
75852,26545
75858,26551
75865,26557
75872,26562
75878,26568
75885,26574
75892,26580
75899,26586
75906,26592
75911,26598
75918,26604
75925,26609
75932,26615
75938,26621
75945,26626
75952,26632
75958,26637
75964,26643
75971,26650
75977,26655
75984,26661
75991,26667
75998,26673
76004,26679
76011,26685
76017,26690
76024,26696
76031,26702
76037,26707
76043,26713
76050,26719
76057,26726
76064,26731
76070,26737
76077,26743
76083,26749
76090,26754
76097,26760
76104,26766
76110,26771
76117,26778
76124,26784
76131,26789
76137,26795
76144,26801
76151,26807
76157,26812
76164,26818
76170,26825
76177,26831
76184,26836
76190,26842
76197,26848
76203,26853
76210,26859
76216,26865
76223,26871
76230,26877
76236,26882
76243,26888
76250,26894
76256,26900
76263,26906
76270,26912
76276,26917
76282,26923
76289,26929
76296,26934
76303,26940
76310,26946
76316,26952
76322,26957
76329,26963
76336,26968
76342,26975
76349,26980
76355,26986
76362,26992
76369,26997
76375,27003
76382,27008
76388,27015
76395,27021
76402,27027
76409,27032
76415,27038
76422,27044
76429,27050
76435,27055
76441,27062
76448,27068
76455,27073
76462,27079
76468,27085
76474,27091
76481,27097
76488,27103
76495,27108
76501,27114
76507,27120
76514,27126
76520,27131
76527,27137
76534,27143
76541,27149
76547,27155
76554,27161
76560,27167
76567,27172
76574,27178
76581,27184
76587,27190
76594,27196
76601,27201
76607,27207
76614,27214
76620,27220
76627,27225
76635,27231
76640,27237
76647,27243
76654,27249
76661,27254
76668,27260
76674,27266
76681,27272
76688,27277
76694,27283
76701,27289
76708,27295
76715,27301
76722,27307
76729,27312
76734,27317
76741,27323
76747,27329
76754,27335
76761,27340
76768,27346
76775,27352
76781,27358
76788,27363
76795,27369
76802,27375
76807,27381
76814,27387
76821,27393
76827,27399
76834,27405
76840,27410
76847,27416
76854,27422
76860,27428
76867,27434
76873,27439
76879,27445
76886,27450
76893,27456
76900,27462
76906,27468
76913,27474
76919,27480
76926,27486
76933,27492
76940,27497
76947,27503
76954,27509
76959,27515
76967,27520
76974,27526
76979,27531
76986,27537
76992,27543
77000,27549
77007,27555
77013,27561
77020,27567
77026,27572
77033,27578
77040,27583
77046,27589
77053,27595
77059,27601
77066,27607
77072,27613
77079,27619
77086,27625
77092,27630
77099,27636
77106,27642
77113,27648
77119,27653
77125,27658
77132,27664
77138,27670
77145,27676
77152,27682
77159,27688
77165,27693
77172,27699
77178,27705
77186,27711
77192,27717
77199,27723
77205,27728
77212,27734
77219,27740
77225,27746
77232,27752
77239,27757
77245,27763
77252,27769
77258,27775
77265,27781
77271,27787
77278,27793
77285,27798
77292,27804
77298,27810
77305,27816
77312,27822
77319,27828
77325,27834
77331,27840
77338,27845
77345,27851
77351,27856
77358,27862
77364,27868
77371,27874
77377,27880
77384,27886
77391,27891
77398,27897
77405,27903
77410,27909
77417,27915
77424,27921
77431,27927
77437,27932
77444,27938
77451,27944
77458,27950
77464,27955
77471,27960
77478,27966
77485,27972
77491,27978
77498,27984
77504,27990
77511,27996
77517,28002
77524,28008
77531,28013
77538,28019
77545,28024
77551,28030
77558,28036
77565,28042
77571,28048
77578,28054
77585,28058
77591,28064
77599,28070
77605,28076
77612,28082
77619,28088
77625,28094
77632,28099
77639,28105
77645,28110
77652,28116
77658,28122
77665,28128
77672,28134
77678,28139
77685,28145
77692,28151
77699,28157
77706,28163
77712,28169
77719,28175
77725,28180
77732,28186
77739,28192
77745,28198
77752,28204
77759,28210
77765,28216
77772,28220
77779,28226
77785,28232
77792,28238
77799,28244
77805,28250
77812,28255
77818,28261
77825,28267
77831,28272
77838,28278
77845,28284
77852,28289
77858,28295
77865,28301
77871,28307
77879,28313
77885,28319
77892,28324
77899,28330
77904,28336
77912,28342
77918,28348
77924,28354
77931,28360
77938,28366
77945,28371
77952,28376
77958,28382
77965,28388
77972,28394
77978,28400
77985,28405
77992,28411
77998,28417
78005,28423
78013,28429
78019,28435
78026,28440
78033,28446
78039,28452
78046,28458
78052,28464
78059,28470
78066,28475
78073,28480
78079,28486
78086,28492
78092,28498
78099,28504
78105,28510
78112,28516
78119,28522
78126,28528
78132,28534
78139,28539
78145,28544
78152,28550
78159,28556
78165,28562
78172,28568
78179,28574
78186,28580
78191,28585
78198,28592
78205,28597
78212,28603
78219,28609
78225,28615
78231,28620
78238,28626
78245,28632
78252,28638
78259,28644
78265,28649
78272,28655
78279,28662
78286,28668
78293,28674
78298,28679
78305,28685
78312,28691
78318,28697
78325,28702
78331,28708
78338,28714
78345,28720
78351,28726
78358,28732
78365,28737
78371,28743
78378,28749
78384,28755
78391,28761
78398,28766
78404,28772
78411,28778
78418,28784
78424,28790
78431,28795
78437,28801
78444,28807
78451,28813
78457,28819
78464,28824
78471,28830
78477,28836
78484,28842
78491,28847
78497,28853
78504,28859
78510,28865
78516,28871
78523,28877
78529,28883
78536,28888
78543,28894
78549,28900
78557,28905
78564,28911
78570,28917
78577,28923
78583,28929
78590,28934
78597,28940
78603,28946
78610,28952
78616,28957
78623,28963
78630,28969
78636,28975
78644,28980
78650,28986
78656,28992
78663,28997
78670,29003
78676,29009
78682,29015
78689,29022
78697,29027
78703,29033
78710,29039
78716,29045
78723,29050
78730,29056
78736,29062
78743,29068
78750,29074
78756,29079
78763,29085
78770,29091
78776,29096
78783,29102
78789,29108
78796,29114
78802,29120
78809,29126
78816,29132
78822,29137
78829,29143
78835,29149
78842,29154
78848,29160
78855,29166
78862,29172
78869,29177
78876,29183
78882,29189
78889,29195
78895,29201
78902,29206
78909,29213
78915,29219
78922,29224
78928,29230
78935,29236
78942,29242
78949,29247
78954,29253
78961,29258
78968,29264
78975,29270
78982,29276
78989,29281
78996,29287
79002,29293
79008,29298
79015,29304
79021,29311
79029,29316
79035,29322
79042,29327
79048,29333
79055,29340
79061,29345
79069,29351
79075,29357
79082,29363
79088,29368
79095,29374
79102,29379
79109,29385
79115,29391
79122,29396
79128,29402
79135,29408
79141,29414
79148,29420
79155,29426
79162,29431
79168,29438
79175,29443
79181,29449
79188,29454
79195,29460
79201,29466
79208,29471
79215,29478
79222,29484
79228,29489
79235,29495
79241,29501
79248,29506
79255,29512
79261,29517
79268,29523
79274,29530
79281,29535
79287,29541
79294,29547
79301,29552
79308,29558
79315,29563
79321,29569
79328,29575
79335,29581
79342,29587
79348,29592
79355,29598
79361,29603
79368,29609
79375,29615
79381,29621
79388,29627
79394,29632
79401,29639
79407,29644
79414,29650
79420,29655
79427,29661
79433,29668
79440,29673
79446,29679
79453,29684
79460,29690
79466,29696
79473,29702
79479,29708
79486,29713
79492,29719
79498,29725
79506,29730
79512,29736
79519,29742
79525,29748
79532,29754
79538,29759
79546,29765
79552,29772
79559,29777
79565,29783
79572,29789
79578,29794
79585,29800
79592,29806
79598,29812
79605,29817
79611,29823
79619,29828
79625,29835
79632,29840
79638,29846
79645,29853
79651,29858
79659,29864
79665,29870
79672,29876
79678,29881
79685,29888
79692,29893
79699,29899
79706,29905
79712,29911
79719,29916
79725,29923
79732,29928
79739,29934
79746,29940
79752,29946
79759,29951
79765,29957
79772,29963
79778,29969
79785,29974
79791,29980
79798,29987
79805,29992
79811,29998
79818,30004
79824,30010
79831,30015
79837,30021
79844,30027
79850,30033
79857,30038
79863,30045
79871,30050
79877,30056
79884,30061
79890,30068
79897,30073
79903,30079
79910,30085
79917,30091
79924,30097
79931,30102
79937,30109
79944,30114
79950,30120
79957,30125
79964,30131
79971,30137
79977,30143
79984,30149
79991,30154
79998,30161
80004,30166
80010,30172
80017,30178
80023,30184
80030,30190
80037,30195
80043,30201
80050,30207
80056,30213
80063,30219
80069,30224
80076,30230
80082,30236
80090,30241
80097,30247
80103,30252
80110,30258
80116,30264
80123,30269
80129,30276
80136,30281
80143,30287
80149,30292
80156,30299
80163,30305
80169,30310
80176,30316
80183,30321
80189,30328
80196,30333
80202,30339
80209,30344
80215,30350
80222,30356
80228,30362
80235,30367
80241,30373
80248,30378
80254,30385
80261,30390
80268,30396
80274,30402
80281,30408
80288,30413
80295,30419
80302,30425
80308,30431
80315,30436
80322,30443
80328,30448
80335,30454
80341,30459
80348,30466
80354,30471
80362,30477
80369,30483
80375,30489
80382,30495
80389,30500
80395,30507
80401,30512
80407,30518
80414,30524
80421,30530
80428,30535
80435,30542
80441,30547
80448,30553
80454,30558
80461,30565
80468,30570
80474,30576
80481,30583
80487,30588
80494,30594
80501,30600
80507,30606
80514,30611
80520,30617
80528,30622
80534,30629
80541,30634
80547,30640
80554,30645
80560,30651
80567,30657
80573,30663
80580,30668
80586,30675
80593,30680
80599,30686
80606,30691
80612,30698
80620,30703
80626,30709
80633,30715
80639,30721
80646,30726
80653,30732
80660,30738
80666,30744
80673,30749
80679,30755
80686,30761
80692,30767
80699,30773
80706,30779
80712,30785
80720,30790
80726,30796
80732,30801
80739,30807
80746,30813
80752,30819
80759,30824
80765,30830
80772,30836
80778,30842
80786,30847
80792,30854
80799,30859
80805,30866
80812,30871
80818,30876
80824,30883
80831,30888
80837,30893
80844,30900
80850,30905
80857,30911
80864,30917
80871,30922
80877,30929
80884,30935
80891,30940
80897,30946
80904,30952
80911,30957
80918,30964
80924,30969
80931,30975
80937,30981
80944,30987
80950,30992
80957,30999
80963,31004
80971,31010
80977,31015
80984,31022
80990,31027
80997,31033
81004,31039
81010,31044
81017,31051
81024,31056
81031,31062
81037,31068
81044,31074
81050,31080
81057,31086
81063,31091
81069,31097
81077,31103
81083,31109
81090,31115
81096,31120
81104,31126
81110,31132
81117,31138
81123,31144
81130,31150
81137,31156
81144,31161
81150,31168
81157,31173
81163,31179
81171,31185
81177,31191
81183,31197
81190,31203
81196,31208
81203,31214
81210,31220
81217,31225
81223,31232
81230,31237
81236,31243
81243,31249
81249,31255
81256,31261
81262,31267
81269,31272
81276,31279
81282,31285
81289,31290
81295,31296
81303,31302
81309,31307
81316,31314
81322,31319
81329,31325
81335,31331
81342,31336
81348,31343
81355,31348
81361,31353
81369,31360
81375,31365
81382,31371
81388,31377
81395,31382
81402,31389
81409,31394
81415,31400
81422,31406
81428,31411
81436,31417
81442,31423
81449,31428
81455,31434
81462,31440
81469,31446
81475,31451
81482,31457
81488,31463
81496,31468
81502,31475
81509,31480
81515,31485
81521,31492
81528,31497
81535,31503
81542,31509
81549,31514
81556,31520
81561,31526
81569,31532
81575,31538
81582,31544
81589,31549
81595,31555
81602,31561
81608,31566
81615,31573
81622,31578
81629,31585
81635,31590
81642,31596
81648,31602
81654,31607
81661,31613
81667,31619
81675,31624
81681,31630
81687,31635
81695,31641
81701,31647
81708,31653
81714,31659
81721,31665
81727,31670
81735,31677
81740,31682
81747,31687
81753,31694
81761,31699
81767,31706
81774,31711
81780,31717
81787,31723
81793,31728
81801,31734
81807,31740
81814,31746
81820,31751
81827,31757
81833,31763
81840,31768
81846,31775
81854,31780
81860,31786
81867,31791
81874,31797
81879,31803
81886,31808
81893,31815
81899,31820
81906,31826
81913,31832
81919,31838
81927,31844
81933,31849
81940,31856
81946,31861
81954,31867
81960,31873
81966,31879
81973,31885
81980,31890
81986,31896
81993,31901
81999,31908
82007,31913
82014,31919
82020,31925
82027,31930
82034,31936
82041,31942
82048,31948
82054,31953
82061,31960
82068,31965
82074,31970
82081,31977
82087,31982
82094,31988
82100,31994
82108,32000
82114,32005
82120,32012
82126,32017
82133,32022
82140,32029
82147,32034
82153,32041
82160,32046
82166,32051
82173,32058
82180,32063
82186,32069
82193,32075
82200,32081
82207,32086
82214,32092
82220,32098
82227,32104
82233,32110
82240,32115
82247,32122
82253,32127
82260,32133
82266,32139
82273,32144
82279,32151
82287,32156
82294,32162
82300,32168
82307,32174
82313,32179
82320,32185
82327,32191
82334,32196
82341,32202
82347,32208
82354,32214
82360,32219
82367,32226
82373,32231
82380,32237
82386,32242
82393,32249
82400,32254
82406,32260
82413,32265
82420,32272
82426,32277
82433,32283
82439,32289
82445,32294
82452,32301
82458,32306
82465,32312
82472,32318
82478,32324
82485,32329
82491,32335
82498,32341
82505,32347
82511,32353
82518,32358
82525,32364
82531,32370
82537,32376
82544,32381
82550,32388
82557,32393
82564,32399
82571,32404
82577,32411
82584,32416
82591,32422
82597,32428
82604,32434
82611,32439
82618,32446
82625,32451
82631,32456
82638,32463
82644,32468
82651,32474
82658,32480
82664,32485
82671,32492
82677,32497
82684,32504
82691,32509
82697,32514
82704,32521
82710,32526
82718,32533
82725,32538
82731,32544
82738,32550
82744,32555
82750,32562
82757,32567
82763,32573
82770,32578
82777,32585
82783,32590
82790,32596
82797,32602
82803,32607
82810,32613
82817,32619
82823,32625
82830,32631
82836,32637
82843,32642
82850,32648
82856,32654
82863,32660
82869,32666
82876,32672
82883,32677
82889,32683
82896,32688
82903,32695
82909,32700
82916,32705
82923,32712
82928,32717
82935,32724
82942,32729
82948,32734
82955,32741
82961,32746
82968,32752
82975,32758
82981,32763
82988,32769
82994,32775
83002,32781
83009,32786
83014,32793
83022,32798
83028,32803
83035,32810
83042,32815
83048,32822
83055,32827
83061,32833
83068,32839
83074,32844
83081,32850
83088,32856
83094,32861
83102,32868
83108,32873
83114,32879
83121,32885
83128,32890
83135,32896
83141,32902
83148,32908
83154,32913
83160,32920
83167,32925
83174,32931
83180,32937
83187,32942
83194,32948
83200,32954
83207,32960
83214,32966
83220,32971
83227,32977
83234,32983
83241,32988
83246,32994
83253,33000
83259,33005
83266,33012
83273,33017
83279,33022
83286,33029
83292,33034
83299,33040
83306,33046
83312,33051
83319,33058
83326,33063
83332,33069
83339,33075
83345,33081
83352,33087
83358,33092
83365,33099
83372,33104
83379,33110
83385,33115
83392,33121
83399,33127
83405,33132
83412,33138
83418,33144
83426,33150
83433,33155
83439,33161
83446,33167
83452,33173
83459,33178
83465,33184
83472,33190
83479,33196
83485,33202
83492,33207
83498,33213
83505,33219
83511,33225
83519,33231
83526,33237
83532,33243
83539,33248
83546,33255
83552,33260
83559,33265
83566,33272
83572,33277
83578,33283
83584,33289
83591,33294
83598,33300
83604,33306
83611,33312
83618,33318
83624,33323
83631,33329
83638,33334
83644,33341
83651,33346
83657,33351
83664,33358
83671,33363
83678,33368
83684,33374
83691,33380
83698,33385
83704,33391
83711,33397
83718,33402
83724,33409
83731,33414
83737,33420
83744,33426
83750,33432
83757,33437
83763,33444
83770,33449
83776,33455
83783,33461
83790,33467
83796,33472
83803,33479
83809,33484
83816,33490
83823,33495
83829,33502
83836,33507
83842,33512
83850,33519
83856,33524
83862,33530
83869,33536
83875,33542
83882,33547
83889,33554
83896,33559
83902,33565
83909,33570
83915,33577
83921,33582
83928,33588
83935,33594
83941,33600
83948,33605
83955,33612
83961,33618
83968,33623
83974,33628
83981,33634
83988,33640
83994,33646
84001,33651
84008,33657
84014,33663
84021,33669
84028,33674
84034,33681
84041,33686
84047,33691
84054,33697
84060,33703
84068,33709
84074,33714
84080,33721
84087,33726
84094,33732
84100,33738
84107,33744
84113,33749
84120,33756
84127,33761
84133,33766
84140,33773
84147,33779
84153,33784
84161,33791
84167,33796
84173,33802
84180,33808
84187,33814
84194,33819
84200,33825
84207,33831
84214,33836
84220,33842
84227,33848
84233,33853
84240,33859
84246,33865
84253,33871
84259,33876
84266,33883
84273,33888
84280,33894
84286,33899
84293,33906
84299,33911
84306,33917
84312,33923
84319,33929
84326,33934
84333,33940
84339,33946
84345,33952
84353,33957
84359,33963
84366,33969
84373,33975
84379,33980
84386,33986
84393,33992
84399,33998
84406,34003
84412,34008
84419,34015
84425,34021
84432,34026
84439,34032
84445,34038
84452,34044
84458,34049
84466,34055
84472,34062
84479,34067
84485,34073
84493,34079
84499,34085
84506,34090
84512,34097
84519,34102
84526,34107
84532,34114
84539,34119
84546,34125
84553,34131
84559,34136
84565,34142
84573,34148
84579,34154
84585,34159
84592,34166
84599,34171
84606,34177
84612,34183
84618,34188
84625,34194
84632,34200
84638,34205
84645,34211
84652,34218
84658,34223
84665,34229
84672,34234
84679,34240
84685,34246
84692,34251
84698,34258
84705,34263
84712,34270
84718,34275
84725,34280
84731,34287
84738,34292
84745,34297
84751,34304
84758,34309
84765,34315
84772,34321
84778,34326
84786,34332
84792,34338
84799,34343
84805,34349
84812,34355
84819,34361
84826,34367
84832,34372
84838,34379
84845,34384
84851,34390
84859,34396
84865,34402
84872,34407
84878,34414
84886,34419
84892,34425
84898,34431
84905,34436
84912,34442
84919,34448
84925,34453
84932,34460
84938,34465
84945,34470
84952,34477
84958,34482
84965,34489
84971,34494
84979,34500
84985,34506
84992,34511
84998,34518
85005,34523
85011,34528
85018,34535
85024,34540
85031,34546
85037,34552
85043,34558
85051,34563
85057,34570
85064,34575
85070,34580
85076,34587
85084,34593
85089,34598
85097,34605
85104,34610
85110,34616
85116,34622
85123,34627
85129,34633
85137,34639
85143,34644
85149,34650
85156,34655
85162,34662
85169,34668
85176,34673
85183,34679
85190,34686
85196,34691
85202,34697
85210,34702
85216,34709
85223,34715
85229,34720
85236,34726
85243,34731
85249,34738
85256,34743
85263,34749
85270,34754
85276,34761
85282,34766
85289,34772
85296,34777
85303,34784
85309,34789
85316,34795
85323,34801
85329,34807
85336,34813
85342,34818
85349,34824
85356,34830
85363,34836
85369,34842
85375,34848
85382,34854
85389,34860
85396,34865
85402,34871
85408,34877
85416,34883
85422,34888
85429,34894
85435,34899
85442,34906
85448,34911
85455,34917
85462,34922
85469,34929
85475,34934
85481,34940
85489,34945
85495,34952
85502,34957
85508,34963
85515,34968
85522,34974
85528,34980
85536,34986
85542,34991
85548,34997
85555,35004
85562,35009
85569,35015
85575,35021
85581,35026
85588,35033
85594,35038
85601,35043
85607,35050
85615,35055
85621,35061
85627,35066
85634,35073
85640,35079
85648,35084
85654,35090
85661,35095
85668,35102
85674,35107
85681,35113
85688,35118
85695,35125
85701,35131
85708,35136
